period,reported_district,data_type,age_group,total
2021-07-01,Mbala,Confirmed_Passive_CHW,NA,0
2021-07-01,Mporokoso,Confirmed,Under 5,169
2021-07-01,Mporokoso,Confirmed,Over 5,822
2021-07-01,Mporokoso,Confirmed,Under 5,34
2021-07-01,Mpulungu,Clinical,Under 5,47
2021-07-01,Mpulungu,Clinical,Over 5,67
2021-07-01,Mpulungu,Clinical,Under 5,30
2021-07-01,Mpulungu,Confirmed,Under 5,685
2021-07-01,Mpulungu,Confirmed,Over 5,2303
2021-07-01,Mpulungu,Confirmed,Under 5,277
2021-07-01,Mungwi,Clinical,Under 5,13
2021-07-01,Mungwi,Clinical,Over 5,31
2021-07-01,Mungwi,Clinical,Under 5,4
2021-07-01,Mungwi,Confirmed,Under 5,944
2021-07-01,Mungwi,Confirmed,Over 5,3101
2021-07-01,Mungwi,Confirmed,Under 5,306
2021-07-01,Nsama,Clinical,Under 5,18
2021-07-01,Nsama,Clinical,Over 5,98
2021-07-01,Nsama,Clinical,Under 5,16
2021-07-01,Nsama,Confirmed,Under 5,551
2021-07-01,Nsama,Confirmed,Over 5,1312
2021-07-01,Nsama,Confirmed,Under 5,155
2021-07-01,Nsama,Confirmed_Passive_CHW,Over 5,0
2021-07-01,Nsama,Confirmed_Passive_CHW,Under 5,0
2021-07-01,Nsama,Confirmed_Passive_CHW,NA,0
2021-07-01,Senga,Confirmed,Under 5,278
2021-07-01,Senga,Confirmed,Over 5,879
2021-07-01,Senga,Confirmed,Under 5,117
2021-07-01,Senga,Confirmed_Passive_CHW,Over 5,628
2021-07-01,Senga,Confirmed_Passive_CHW,Under 5,269
2021-07-01,Senga,Confirmed_Passive_CHW,NA,0
2021-08-01,Chilubi,Clinical,Under 5,119
2021-08-01,Chilubi,Clinical,Over 5,264
2021-08-01,Chilubi,Clinical,Under 5,55
2021-08-01,Chilubi,Confirmed,Under 5,745
2021-08-01,Chilubi,Confirmed,Over 5,992
2021-08-01,Chilubi,Confirmed,Under 5,310
2021-08-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2021-08-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2021-08-01,Chilubi,Confirmed_Passive_CHW,NA,0
2021-08-01,Kaputa,Confirmed,Under 5,687
2021-08-01,Kaputa,Confirmed,Over 5,1450
2021-08-01,Kaputa,Confirmed,Under 5,276
2021-08-01,Kasama,Clinical,Under 5,2
2021-08-01,Kasama,Clinical,Over 5,5
2021-08-01,Kasama,Clinical,Under 5,1
2021-08-01,Kasama,Confirmed,Under 5,1191
2021-08-01,Kasama,Confirmed,Over 5,2578
2021-08-01,Kasama,Confirmed,Under 5,323
2021-08-01,Lunte,Clinical,Under 5,3
2021-08-01,Lunte,Clinical,Over 5,6
2021-08-01,Lunte,Clinical,Under 5,1
2021-08-01,Lunte,Confirmed,Under 5,113
2021-08-01,Lunte,Confirmed,Over 5,380
2021-08-01,Lunte,Confirmed,Under 5,34
2021-08-01,Lupososhi,Clinical,Under 5,11
2021-08-01,Lupososhi,Clinical,Over 5,25
2021-08-01,Lupososhi,Clinical,Under 5,17
2021-08-01,Lupososhi,Confirmed,Under 5,305
2021-08-01,Lupososhi,Confirmed,Over 5,693
2021-08-01,Lupososhi,Confirmed,Under 5,116
2021-08-01,Luwingu,Confirmed,Under 5,318
2021-08-01,Luwingu,Confirmed,Over 5,758
2021-08-01,Luwingu,Confirmed,Under 5,109
2021-08-01,Mbala,Clinical,Over 5,2
2021-08-01,Mbala,Confirmed,Under 5,265
2021-08-01,Mbala,Confirmed,Over 5,686
2021-08-01,Mbala,Confirmed,Under 5,74
2021-08-01,Mbala,Confirmed_Passive_CHW,Over 5,24
2021-08-01,Mbala,Confirmed_Passive_CHW,Under 5,36
2021-08-01,Mbala,Confirmed_Passive_CHW,NA,0
2021-08-01,Mporokoso,Confirmed,Under 5,133
2021-08-01,Mporokoso,Confirmed,Over 5,575
2021-08-01,Mporokoso,Confirmed,Under 5,34
2021-08-01,Mpulungu,Clinical,Under 5,46
2021-08-01,Mpulungu,Clinical,Over 5,46
2021-08-01,Mpulungu,Clinical,Under 5,32
2021-08-01,Mpulungu,Confirmed,Under 5,845
2021-08-01,Mpulungu,Confirmed,Over 5,2154
2021-08-01,Mpulungu,Confirmed,Under 5,386
2021-08-01,Mungwi,Clinical,Under 5,6
2021-08-01,Mungwi,Clinical,Over 5,33
2021-08-01,Mungwi,Clinical,Under 5,3
2021-08-01,Mungwi,Confirmed,Under 5,775
2021-08-01,Mungwi,Confirmed,Over 5,1780
2021-08-01,Mungwi,Confirmed,Under 5,255
2021-08-01,Nsama,Clinical,Under 5,124
2021-08-01,Nsama,Clinical,Over 5,350
2021-08-01,Nsama,Clinical,Under 5,46
2021-08-01,Nsama,Confirmed,Under 5,323
2021-08-01,Nsama,Confirmed,Over 5,913
2021-08-01,Nsama,Confirmed,Under 5,162
2021-08-01,Senga,Clinical,Under 5,2
2021-08-01,Senga,Clinical,Over 5,2
2021-08-01,Senga,Confirmed,Under 5,227
2021-08-01,Senga,Confirmed,Over 5,723
2021-08-01,Senga,Confirmed,Under 5,88
2021-08-01,Senga,Confirmed_Passive_CHW,Over 5,358
2021-08-01,Senga,Confirmed_Passive_CHW,Under 5,165
2021-08-01,Senga,Confirmed_Passive_CHW,NA,0
2021-09-01,Chilubi,Clinical,Under 5,132
2021-09-01,Chilubi,Clinical,Over 5,222
2021-09-01,Chilubi,Clinical,Under 5,140
2021-09-01,Chilubi,Confirmed,Under 5,1011
2021-09-01,Chilubi,Confirmed,Over 5,1560
2021-09-01,Chilubi,Confirmed,Under 5,544
2021-09-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2021-09-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2021-09-01,Chilubi,Confirmed_Passive_CHW,NA,0
2021-09-01,Kaputa,Clinical,Over 5,32
2021-09-01,Kaputa,Confirmed,Under 5,1224
2021-09-01,Kaputa,Confirmed,Over 5,2255
2021-09-01,Kaputa,Confirmed,Under 5,472
2021-09-01,Kasama,Clinical,Under 5,61
2021-09-01,Kasama,Clinical,Over 5,236
2021-09-01,Kasama,Clinical,Under 5,34
2021-09-01,Kasama,Confirmed,Under 5,1146
2021-09-01,Kasama,Confirmed,Over 5,3057
2021-09-01,Kasama,Confirmed,Under 5,314
2021-09-01,Lunte,Clinical,Under 5,6
2021-09-01,Lunte,Clinical,Over 5,6
2021-09-01,Lunte,Clinical,Under 5,2
2021-09-01,Lunte,Confirmed,Under 5,259
2021-09-01,Lunte,Confirmed,Over 5,644
2021-09-01,Lunte,Confirmed,Under 5,43
2021-09-01,Lupososhi,Clinical,Under 5,15
2021-09-01,Lupososhi,Clinical,Over 5,40
2021-09-01,Lupososhi,Clinical,Under 5,8
2021-09-01,Lupososhi,Confirmed,Under 5,559
2021-09-01,Lupososhi,Confirmed,Over 5,1063
2021-09-01,Lupososhi,Confirmed,Under 5,225
2021-09-01,Luwingu,Confirmed,Under 5,551
2021-09-01,Luwingu,Confirmed,Over 5,1163
2021-09-01,Luwingu,Confirmed,Under 5,199
2021-09-01,Mbala,Confirmed,Under 5,248
2021-09-01,Mbala,Confirmed,Over 5,767
2021-09-01,Mbala,Confirmed,Under 5,112
2021-09-01,Mbala,Confirmed_Passive_CHW,Over 5,101
2021-09-01,Mbala,Confirmed_Passive_CHW,Under 5,41
2021-09-01,Mbala,Confirmed_Passive_CHW,NA,0
2021-09-01,Mporokoso,Confirmed,Under 5,243
2021-09-01,Mporokoso,Confirmed,Over 5,659
2021-09-01,Mporokoso,Confirmed,Under 5,35
2021-09-01,Mpulungu,Clinical,Under 5,49
2021-09-01,Mpulungu,Clinical,Over 5,177
2021-09-01,Mpulungu,Clinical,Under 5,26
2021-09-01,Mpulungu,Confirmed,Under 5,1166
2021-09-01,Mpulungu,Confirmed,Over 5,3276
2021-09-01,Mpulungu,Confirmed,Under 5,358
2021-09-01,Mungwi,Clinical,Under 5,30
2021-09-01,Mungwi,Clinical,Over 5,82
2021-09-01,Mungwi,Clinical,Under 5,13
2021-09-01,Mungwi,Confirmed,Under 5,1229
2021-09-01,Mungwi,Confirmed,Over 5,3156
2021-09-01,Mungwi,Confirmed,Under 5,408
2021-09-01,Nsama,Clinical,Under 5,11
2021-09-01,Nsama,Clinical,Over 5,47
2021-09-01,Nsama,Clinical,Under 5,7
2021-09-01,Nsama,Confirmed,Under 5,758
2021-09-01,Nsama,Confirmed,Over 5,1579
2021-09-01,Nsama,Confirmed,Under 5,215
2021-09-01,Senga,Clinical,Under 5,6
2021-09-01,Senga,Clinical,Over 5,30
2021-09-01,Senga,Clinical,Under 5,6
2021-09-01,Senga,Confirmed,Under 5,473
2021-09-01,Senga,Confirmed,Over 5,1133
2021-09-01,Senga,Confirmed,Under 5,267
2021-09-01,Senga,Confirmed_Passive_CHW,Over 5,434
2021-09-01,Senga,Confirmed_Passive_CHW,Under 5,213
2021-09-01,Senga,Confirmed_Passive_CHW,NA,0
2021-10-01,Chilubi,Clinical,Under 5,200
2021-10-01,Chilubi,Clinical,Over 5,251
2021-10-01,Chilubi,Clinical,Under 5,90
2021-10-01,Chilubi,Confirmed,Under 5,848
2021-10-01,Chilubi,Confirmed,Over 5,1165
2021-10-01,Chilubi,Confirmed,Under 5,413
2021-10-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2021-10-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2021-10-01,Chilubi,Confirmed_Passive_CHW,NA,0
2021-10-01,Kaputa,Clinical,Under 5,26
2021-10-01,Kaputa,Clinical,Over 5,53
2021-10-01,Kaputa,Clinical,Under 5,7
2021-10-01,Kaputa,Confirmed,Under 5,1237
2021-10-01,Kaputa,Confirmed,Over 5,2302
2021-10-01,Kaputa,Confirmed,Under 5,375
2021-10-01,Kasama,Clinical,Under 5,111
2021-10-01,Kasama,Clinical,Over 5,261
2021-10-01,Kasama,Clinical,Under 5,28
2021-10-01,Kasama,Confirmed,Under 5,1556
2021-10-01,Kasama,Confirmed,Over 5,4106
2021-10-01,Kasama,Confirmed,Under 5,406
2021-10-01,Lunte,Clinical,Under 5,11
2021-10-01,Lunte,Clinical,Over 5,33
2021-10-01,Lunte,Clinical,Under 5,1
2021-10-01,Lunte,Confirmed,Under 5,326
2021-10-01,Lunte,Confirmed,Over 5,920
2021-10-01,Lunte,Confirmed,Under 5,47
2021-10-01,Lupososhi,Clinical,Under 5,2
2021-10-01,Lupososhi,Clinical,Over 5,3
2021-10-01,Lupososhi,Confirmed,Under 5,862
2021-10-01,Lupososhi,Confirmed,Over 5,1315
2021-10-01,Lupososhi,Confirmed,Under 5,331
2021-10-01,Luwingu,Confirmed,Under 5,528
2021-10-01,Luwingu,Confirmed,Over 5,1357
2021-10-01,Luwingu,Confirmed,Under 5,191
2021-10-01,Mbala,Confirmed,Under 5,272
2021-10-01,Mbala,Confirmed,Over 5,849
2021-10-01,Mbala,Confirmed,Under 5,55
2021-10-01,Mbala,Confirmed_Passive_CHW,Over 5,324
2021-10-01,Mbala,Confirmed_Passive_CHW,Under 5,111
2021-10-01,Mbala,Confirmed_Passive_CHW,NA,0
2021-10-01,Mporokoso,Confirmed,Under 5,369
2021-10-01,Mporokoso,Confirmed,Over 5,1351
2021-10-01,Mporokoso,Confirmed,Under 5,61
2021-10-01,Mpulungu,Clinical,Under 5,430
2021-10-01,Mpulungu,Clinical,Over 5,938
2021-10-01,Mpulungu,Clinical,Under 5,204
2021-10-01,Mpulungu,Confirmed,Under 5,664
2021-10-01,Mpulungu,Confirmed,Over 5,1724
2021-10-01,Mpulungu,Confirmed,Under 5,177
2021-10-01,Mungwi,Clinical,Under 5,175
2021-10-01,Mungwi,Clinical,Over 5,344
2021-10-01,Mungwi,Clinical,Under 5,71
2021-10-01,Mungwi,Confirmed,Under 5,1787
2021-10-01,Mungwi,Confirmed,Over 5,3653
2021-10-01,Mungwi,Confirmed,Under 5,490
2021-10-01,Nsama,Clinical,Under 5,73
2021-10-01,Nsama,Clinical,Over 5,193
2021-10-01,Nsama,Clinical,Under 5,31
2021-10-01,Nsama,Confirmed,Under 5,665
2021-10-01,Nsama,Confirmed,Over 5,1916
2021-10-01,Nsama,Confirmed,Under 5,280
2021-10-01,Senga,Clinical,Under 5,102
2021-10-01,Senga,Clinical,Over 5,179
2021-10-01,Senga,Clinical,Under 5,37
2021-10-01,Senga,Confirmed,Under 5,425
2021-10-01,Senga,Confirmed,Over 5,957
2021-10-01,Senga,Confirmed,Under 5,130
2021-10-01,Senga,Confirmed_Passive_CHW,Over 5,615
2021-10-01,Senga,Confirmed_Passive_CHW,Under 5,293
2021-10-01,Senga,Confirmed_Passive_CHW,NA,0
2021-11-01,Chilubi,Clinical,Under 5,163
2021-11-01,Chilubi,Clinical,Over 5,354
2021-11-01,Chilubi,Clinical,Under 5,103
2021-11-01,Chilubi,Confirmed,Under 5,1344
2021-11-01,Chilubi,Confirmed,Over 5,1942
2021-11-01,Chilubi,Confirmed,Under 5,749
2021-11-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2021-11-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2021-11-01,Chilubi,Confirmed_Passive_CHW,NA,0
2021-11-01,Kaputa,Clinical,Under 5,117
2021-11-01,Kaputa,Clinical,Over 5,329
2021-11-01,Kaputa,Clinical,Under 5,55
2021-11-01,Kaputa,Confirmed,Under 5,1014
2021-11-01,Kaputa,Confirmed,Over 5,2675
2021-11-01,Kaputa,Confirmed,Under 5,403
2021-11-01,Kasama,Clinical,Under 5,413
2021-11-01,Kasama,Clinical,Over 5,1260
2021-11-01,Kasama,Clinical,Under 5,156
2021-11-01,Kasama,Confirmed,Under 5,2341
2021-11-01,Kasama,Confirmed,Over 5,6849
2021-11-01,Kasama,Confirmed,Under 5,610
2021-11-01,Lunte,Clinical,Under 5,67
2021-11-01,Lunte,Clinical,Over 5,234
2021-11-01,Lunte,Clinical,Under 5,7
2021-11-01,Lunte,Confirmed,Under 5,865
2021-11-01,Lunte,Confirmed,Over 5,3122
2021-11-01,Lunte,Confirmed,Under 5,150
2021-11-01,Lupososhi,Clinical,Under 5,46
2021-11-01,Lupososhi,Clinical,Over 5,70
2021-11-01,Lupososhi,Clinical,Under 5,21
2021-11-01,Lupososhi,Confirmed,Under 5,1081
2021-11-01,Lupososhi,Confirmed,Over 5,1952
2021-11-01,Lupososhi,Confirmed,Under 5,587
2021-11-01,Luwingu,Clinical,Under 5,2
2021-11-01,Luwingu,Clinical,Over 5,6
2021-11-01,Luwingu,Clinical,Under 5,1
2021-11-01,Luwingu,Confirmed,Under 5,1316
2021-11-01,Luwingu,Confirmed,Over 5,3375
2021-11-01,Luwingu,Confirmed,Under 5,319
2021-11-01,Mbala,Clinical,Under 5,1
2021-11-01,Mbala,Clinical,Over 5,12
2021-11-01,Mbala,Confirmed,Under 5,528
2021-11-01,Mbala,Confirmed,Over 5,1784
2021-11-01,Mbala,Confirmed,Under 5,232
2021-11-01,Mbala,Confirmed_Passive_CHW,Over 5,642
2021-11-01,Mbala,Confirmed_Passive_CHW,Under 5,258
2021-11-01,Mbala,Confirmed_Passive_CHW,NA,0
2021-11-01,Mporokoso,Confirmed,Under 5,832
2021-11-01,Mporokoso,Confirmed,Over 5,3067
2021-11-01,Mporokoso,Confirmed,Under 5,173
2021-11-01,Mpulungu,Clinical,Under 5,1011
2021-11-01,Mpulungu,Clinical,Over 5,2515
2021-11-01,Mpulungu,Clinical,Under 5,391
2021-11-01,Mpulungu,Confirmed,Under 5,515
2021-11-01,Mpulungu,Confirmed,Over 5,1397
2021-11-01,Mpulungu,Confirmed,Under 5,140
2021-11-01,Mpulungu,Confirmed_Passive_CHW,Over 5,0
2021-11-01,Mpulungu,Confirmed_Passive_CHW,Under 5,0
2021-11-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2021-11-01,Mungwi,Clinical,Under 5,687
2021-11-01,Mungwi,Clinical,Over 5,1321
2021-11-01,Mungwi,Clinical,Under 5,207
2021-11-01,Mungwi,Confirmed,Under 5,1657
2021-11-01,Mungwi,Confirmed,Over 5,4416
2021-11-01,Mungwi,Confirmed,Under 5,516
2021-11-01,Nsama,Clinical,Under 5,51
2021-11-01,Nsama,Clinical,Over 5,111
2021-11-01,Nsama,Clinical,Under 5,48
2021-11-01,Nsama,Confirmed,Under 5,922
2021-11-01,Nsama,Confirmed,Over 5,2147
2021-11-01,Nsama,Confirmed,Under 5,291
2021-11-01,Senga,Clinical,Under 5,213
2021-11-01,Senga,Clinical,Over 5,428
2021-11-01,Senga,Clinical,Under 5,62
2021-11-01,Senga,Confirmed,Under 5,551
2021-11-01,Senga,Confirmed,Over 5,1319
2021-11-01,Senga,Confirmed,Under 5,131
2021-11-01,Senga,Confirmed_Passive_CHW,Over 5,900
2021-11-01,Senga,Confirmed_Passive_CHW,Under 5,470
2021-11-01,Senga,Confirmed_Passive_CHW,NA,0
2021-12-01,Chilubi,Clinical,Under 5,525
2021-12-01,Chilubi,Clinical,Over 5,701
2021-12-01,Chilubi,Clinical,Under 5,350
2021-12-01,Chilubi,Confirmed,Under 5,1371
2021-12-01,Chilubi,Confirmed,Over 5,1774
2021-12-01,Chilubi,Confirmed,Under 5,896
2021-12-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2021-12-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2021-12-01,Chilubi,Confirmed_Passive_CHW,NA,0
2021-12-01,Kaputa,Clinical,Under 5,165
2021-12-01,Kaputa,Clinical,Over 5,280
2021-12-01,Kaputa,Clinical,Under 5,50
2021-12-01,Kaputa,Confirmed,Under 5,1083
2021-12-01,Kaputa,Confirmed,Over 5,2134
2021-12-01,Kaputa,Confirmed,Under 5,408
2021-12-01,Kasama,Clinical,Under 5,1218
2021-12-01,Kasama,Clinical,Over 5,3080
2021-12-01,Kasama,Clinical,Under 5,384
2021-12-01,Kasama,Confirmed,Under 5,2616
2021-12-01,Kasama,Confirmed,Over 5,10366
2021-12-01,Kasama,Confirmed,Under 5,803
2021-12-01,Lunte,Clinical,Under 5,109
2021-12-01,Lunte,Clinical,Over 5,288
2021-12-01,Lunte,Clinical,Under 5,25
2021-12-01,Lunte,Confirmed,Under 5,1019
2021-12-01,Lunte,Confirmed,Over 5,4442
2021-12-01,Lunte,Confirmed,Under 5,350
2021-12-01,Lupososhi,Clinical,Under 5,73
2021-12-01,Lupososhi,Clinical,Over 5,104
2021-12-01,Lupososhi,Clinical,Under 5,44
2021-12-01,Lupososhi,Confirmed,Under 5,1329
2021-12-01,Lupososhi,Confirmed,Over 5,2426
2021-12-01,Lupososhi,Confirmed,Under 5,543
2021-12-01,Luwingu,Clinical,Under 5,4
2021-12-01,Luwingu,Clinical,Over 5,27
2021-12-01,Luwingu,Clinical,Under 5,3
2021-12-01,Luwingu,Confirmed,Under 5,1668
2021-12-01,Luwingu,Confirmed,Over 5,4644
2021-12-01,Luwingu,Confirmed,Under 5,472
2021-12-01,Mbala,Clinical,Under 5,150
2021-12-01,Mbala,Clinical,Over 5,356
2021-12-01,Mbala,Clinical,Under 5,24
2021-12-01,Mbala,Confirmed,Under 5,741
2021-12-01,Mbala,Confirmed,Over 5,2975
2021-12-01,Mbala,Confirmed,Under 5,238
2021-12-01,Mbala,Confirmed_Passive_CHW,Over 5,1311
2021-12-01,Mbala,Confirmed_Passive_CHW,Under 5,476
2021-12-01,Mbala,Confirmed_Passive_CHW,NA,0
2021-12-01,Mporokoso,Confirmed,Under 5,843
2021-12-01,Mporokoso,Confirmed,Over 5,4110
2021-12-01,Mporokoso,Confirmed,Under 5,153
2021-12-01,Mpulungu,Clinical,Under 5,491
2021-12-01,Mpulungu,Clinical,Over 5,1071
2021-12-01,Mpulungu,Clinical,Under 5,134
2021-12-01,Mpulungu,Confirmed,Under 5,2101
2021-12-01,Mpulungu,Confirmed,Over 5,6727
2021-12-01,Mpulungu,Confirmed,Under 5,530
2021-12-01,Mpulungu,Confirmed_Passive_CHW,Over 5,12
2021-12-01,Mpulungu,Confirmed_Passive_CHW,Under 5,5
2021-12-01,Mpulungu,Confirmed_Passive_CHW,NA,0
2021-12-01,Mungwi,Clinical,Under 5,428
2021-12-01,Mungwi,Clinical,Over 5,743
2021-12-01,Mungwi,Clinical,Under 5,131
2021-12-01,Mungwi,Confirmed,Under 5,2762
2021-12-01,Mungwi,Confirmed,Over 5,6729
2021-12-01,Mungwi,Confirmed,Under 5,792
2021-12-01,Nsama,Clinical,Under 5,120
2021-12-01,Nsama,Clinical,Over 5,227
2021-12-01,Nsama,Clinical,Under 5,60
2021-12-01,Nsama,Confirmed,Under 5,885
2021-12-01,Nsama,Confirmed,Over 5,2071
2021-12-01,Nsama,Confirmed,Under 5,244
2021-12-01,Senga,Clinical,Under 5,270
2021-12-01,Senga,Clinical,Over 5,801
2021-12-01,Senga,Clinical,Under 5,52
2021-12-01,Senga,Confirmed,Under 5,708
2021-12-01,Senga,Confirmed,Over 5,1927
2021-12-01,Senga,Confirmed,Under 5,213
2021-12-01,Senga,Confirmed_Passive_CHW,Over 5,648
2021-12-01,Senga,Confirmed_Passive_CHW,Under 5,359
2021-12-01,Senga,Confirmed_Passive_CHW,NA,0
2022-01-01,Chilubi,Clinical,Under 5,96
2022-01-01,Chilubi,Clinical,Over 5,102
2022-01-01,Chilubi,Clinical,Under 5,23
2022-01-01,Chilubi,Confirmed,Under 5,1396
2022-01-01,Chilubi,Confirmed,Over 5,2250
2022-01-01,Chilubi,Confirmed,Under 5,911
2022-01-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2022-01-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2022-01-01,Chilubi,Confirmed_Passive_CHW,NA,0
2022-01-01,Kaputa,Confirmed,Under 5,1553
2022-01-01,Kaputa,Confirmed,Over 5,3071
2022-01-01,Kaputa,Confirmed,Under 5,489
2022-01-01,Kasama,Clinical,Under 5,71
2022-01-01,Kasama,Clinical,Over 5,471
2022-01-01,Kasama,Clinical,Under 5,19
2022-01-01,Kasama,Confirmed,Under 5,3706
2022-01-01,Kasama,Confirmed,Over 5,14352
2022-01-01,Kasama,Confirmed,Under 5,1373
2022-01-01,Lunte,Clinical,Under 5,316
2022-01-01,Lunte,Clinical,Over 5,1107
2022-01-01,Lunte,Clinical,Under 5,53
2022-01-01,Lunte,Confirmed,Under 5,1207
2022-01-01,Lunte,Confirmed,Over 5,5020
2022-01-01,Lunte,Confirmed,Under 5,170
2022-01-01,Lupososhi,Clinical,Under 5,56
2022-01-01,Lupososhi,Clinical,Over 5,128
2022-01-01,Lupososhi,Clinical,Under 5,10
2022-01-01,Lupososhi,Confirmed,Under 5,1328
2022-01-01,Lupososhi,Confirmed,Over 5,2435
2022-01-01,Lupososhi,Confirmed,Under 5,550
2022-01-01,Luwingu,Clinical,Under 5,5
2022-01-01,Luwingu,Clinical,Over 5,16
2022-01-01,Luwingu,Confirmed,Under 5,1549
2022-01-01,Luwingu,Confirmed,Over 5,5324
2022-01-01,Luwingu,Confirmed,Under 5,540
2022-01-01,Mbala,Clinical,Under 5,259
2022-01-01,Mbala,Clinical,Over 5,753
2022-01-01,Mbala,Clinical,Under 5,44
2022-01-01,Mbala,Confirmed,Under 5,1074
2022-01-01,Mbala,Confirmed,Over 5,4871
2022-01-01,Mbala,Confirmed,Under 5,192
2022-01-01,Mbala,Confirmed_Passive_CHW,Over 5,2200
2022-01-01,Mbala,Confirmed_Passive_CHW,Under 5,612
2022-01-01,Mbala,Confirmed_Passive_CHW,NA,0
2022-01-01,Mporokoso,Confirmed,Under 5,714
2022-01-01,Mporokoso,Confirmed,Over 5,4009
2022-01-01,Mporokoso,Confirmed,Under 5,123
2022-01-01,Mpulungu,Clinical,Under 5,152
2022-01-01,Mpulungu,Clinical,Over 5,337
2022-01-01,Mpulungu,Clinical,Under 5,72
2022-01-01,Mpulungu,Confirmed,Under 5,1930
2022-01-01,Mpulungu,Confirmed,Over 5,5318
2022-01-01,Mpulungu,Confirmed,Under 5,509
2022-01-01,Mpulungu,Confirmed_Passive_CHW,Over 5,656
2022-01-01,Mpulungu,Confirmed_Passive_CHW,Under 5,494
2022-01-01,Mpulungu,Confirmed_Passive_CHW,NA,18
2022-01-01,Mungwi,Clinical,Under 5,199
2022-01-01,Mungwi,Clinical,Over 5,939
2022-01-01,Mungwi,Clinical,Under 5,52
2022-01-01,Mungwi,Confirmed,Under 5,3441
2022-01-01,Mungwi,Confirmed,Over 5,9170
2022-01-01,Mungwi,Confirmed,Under 5,1085
2022-01-01,Nsama,Clinical,Under 5,62
2022-01-01,Nsama,Clinical,Over 5,107
2022-01-01,Nsama,Clinical,Under 5,18
2022-01-01,Nsama,Confirmed,Under 5,907
2022-01-01,Nsama,Confirmed,Over 5,1929
2022-01-01,Nsama,Confirmed,Under 5,350
2022-01-01,Nsama,Confirmed_Passive_CHW,Over 5,2
2022-01-01,Nsama,Confirmed_Passive_CHW,Under 5,2
2022-01-01,Nsama,Confirmed_Passive_CHW,NA,0
2022-01-01,Senga,Clinical,Under 5,684
2022-01-01,Senga,Clinical,Over 5,1850
2022-01-01,Senga,Clinical,Under 5,163
2022-01-01,Senga,Confirmed,Under 5,718
2022-01-01,Senga,Confirmed,Over 5,2325
2022-01-01,Senga,Confirmed,Under 5,231
2022-01-01,Senga,Confirmed_Passive_CHW,Over 5,870
2022-01-01,Senga,Confirmed_Passive_CHW,Under 5,310
2022-01-01,Senga,Confirmed_Passive_CHW,NA,0
2022-02-01,Chilubi,Clinical,Under 5,31
2022-02-01,Chilubi,Clinical,Over 5,99
2022-02-01,Chilubi,Clinical,Under 5,8
2022-02-01,Chilubi,Confirmed,Under 5,1461
2022-02-01,Chilubi,Confirmed,Over 5,2312
2022-02-01,Chilubi,Confirmed,Under 5,923
2022-02-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2022-02-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2022-02-01,Chilubi,Confirmed_Passive_CHW,NA,0
2022-02-01,Kaputa,Clinical,Over 5,5
2022-02-01,Kaputa,Confirmed,Under 5,914
2022-02-01,Kaputa,Confirmed,Over 5,1797
2022-02-01,Kaputa,Confirmed,Under 5,342
2022-02-01,Kasama,Clinical,Under 5,94
2022-02-01,Kasama,Clinical,Over 5,255
2022-02-01,Kasama,Clinical,Under 5,3
2022-02-01,Kasama,Confirmed,Under 5,3655
2022-02-01,Kasama,Confirmed,Over 5,12422
2022-02-01,Kasama,Confirmed,Under 5,1226
2022-02-01,Lunte,Clinical,Under 5,293
2022-02-01,Lunte,Clinical,Over 5,1063
2022-02-01,Lunte,Clinical,Under 5,35
2022-02-01,Lunte,Confirmed,Under 5,466
2022-02-01,Lunte,Confirmed,Over 5,2257
2022-02-01,Lunte,Confirmed,Under 5,163
2022-02-01,Lupososhi,Clinical,Under 5,210
2022-02-01,Lupososhi,Clinical,Over 5,346
2022-02-01,Lupososhi,Clinical,Under 5,78
2022-02-01,Lupososhi,Confirmed,Under 5,745
2022-02-01,Lupososhi,Confirmed,Over 5,1466
2022-02-01,Lupososhi,Confirmed,Under 5,318
2022-02-01,Luwingu,Clinical,Over 5,2
2022-02-01,Luwingu,Confirmed,Under 5,1387
2022-02-01,Luwingu,Confirmed,Over 5,4546
2022-02-01,Luwingu,Confirmed,Under 5,468
2022-02-01,Mbala,Clinical,Under 5,139
2022-02-01,Mbala,Clinical,Over 5,533
2022-02-01,Mbala,Clinical,Under 5,31
2022-02-01,Mbala,Confirmed,Under 5,851
2022-02-01,Mbala,Confirmed,Over 5,3271
2022-02-01,Mbala,Confirmed,Under 5,175
2022-02-01,Mbala,Confirmed_Passive_CHW,Over 5,1089
2022-02-01,Mbala,Confirmed_Passive_CHW,Under 5,316
